datetime,USDKRW,VIX,SPY,DXY,XAUUSD
2025-06-02 09:00:00+00:00,1378.41,19.45,588.59,98.66,3371.97
2025-06-02 10:00:00+00:00,1376.84,18.97,588.55,98.723,3376.09
2025-06-02 11:00:00+00:00,1376.93,18.94,589.39,98.825,3374.7
2025-06-02 12:00:00+00:00,1378.8,18.92,589.84,98.881,3371.83
2025-06-03 09:00:00+00:00,1378.93,18.32,593.835,99.156,3345.94
2025-06-03 10:00:00+00:00,1377.81,17.98,594.96,99.21,3346.48
2025-06-03 11:00:00+00:00,1378.62,17.98,596.055,99.234,3350.43
2025-06-03 12:00:00+00:00,1377.36,17.84,596.745,99.211,3348.69
2025-06-04 09:00:00+00:00,1366.64,17.82,597.58,98.876,3354.74
2025-06-04 10:00:00+00:00,1366.46,17.61,596.97,98.791,3377.65
2025-06-04 11:00:00+00:00,1364.31,17.86,595.91,98.737,3371.97
2025-06-04 12:00:00+00:00,1363.77,17.53,597.318,98.747,3375.08
2025-06-05 09:00:00+00:00,1354.16,18.08,596.15,98.523,3377.63
2025-06-05 10:00:00+00:00,1355.4,17.23,598.68,98.69,3367.92
2025-06-05 11:00:00+00:00,1355.68,17.2,597.9,98.764,3344.55
2025-06-05 12:00:00+00:00,1355.54,17.42,596.46,98.757,3354.6
2025-06-06 09:00:00+00:00,1360.29,17.31,599.145,99.047,3342.52
2025-06-06 10:00:00+00:00,1361.45,17.03,598.49,99.217,3325.95
2025-06-06 11:00:00+00:00,1360.76,16.84,598.59,99.2,3332.16
2025-06-06 12:00:00+00:00,1361.36,17.02,598.23,99.223,3323.06
2025-06-09 09:00:00+00:00,1357.36,17.25,599.75,99.114,3319.66
2025-06-09 10:00:00+00:00,1356.59,17.25,599.215,98.983,3321.03
2025-06-09 11:00:00+00:00,1355.05,17.09,599.8,98.953,3328.64
2025-06-09 12:00:00+00:00,1354.44,16.96,600.825,98.949,3338.07
2025-06-10 09:00:00+00:00,1364.88,17.06,601.19,98.954,3343.6
2025-06-10 10:00:00+00:00,1367.35,17.13,601.1346,99.084,3328.3
2025-06-10 11:00:00+00:00,1368.01,16.94,601.8901,99.094,3326.77
2025-06-10 12:00:00+00:00,1367.15,16.88,601.92,99.094,3321.61
2025-06-11 09:00:00+00:00,1371.47,16.5,604.76,98.757,3329.24
2025-06-11 10:00:00+00:00,1370.6,16.47,604.2,98.64,3337.82
2025-06-11 11:00:00+00:00,1368.58,16.64,603.225,98.615,3333.32
2025-06-11 12:00:00+00:00,1369.09,16.4,604.35,98.57,3330.29
2025-06-12 09:00:00+00:00,1355.04,17.7,602.52,97.921,3392.36
2025-06-12 10:00:00+00:00,1356.21,17.59,602.41,97.996,3383.88
2025-06-12 11:00:00+00:00,1356.86,18.02,602.98,97.969,3386.31
2025-06-12 12:00:00+00:00,1356.55,17.71,602.97,98.0,3384.27
2025-06-13 09:00:00+00:00,1369.63,20.52,596.85,98.19,3437.28
2025-06-13 10:00:00+00:00,1368.73,19.59,600.58,98.043,3428.1
2025-06-13 11:00:00+00:00,1365.14,19.02,600.901,98.034,3426.5
2025-06-13 12:00:00+00:00,1363.23,19.51,599.49,98.161,3430.43
2025-06-16 09:00:00+00:00,1355.66,18.78,604.1,97.739,3387.99
2025-06-16 10:00:00+00:00,1356.58,18.99,603.36,97.895,3397.23
2025-06-16 11:00:00+00:00,1357.57,19.05,603.05,97.925,3404.69
2025-06-16 12:00:00+00:00,1359.06,19.34,603.4,97.975,3399.5
2025-06-17 09:00:00+00:00,1367.58,19.55,601.14,98.346,3390.5
2025-06-17 10:00:00+00:00,1369.68,19.75,600.44,98.469,3385.11
2025-06-17 11:00:00+00:00,1370.58,19.84,601.14,98.446,3379.35
2025-06-17 12:00:00+00:00,1374.39,20.53,598.81,98.617,3383.12
2025-06-18 09:00:00+00:00,1375.84,20.15,600.742,98.701,3392.17
2025-06-18 10:00:00+00:00,1372.03,19.97,600.14,98.508,3387.38
2025-06-18 11:00:00+00:00,1372.43,19.99,599.455,98.607,3392.96
2025-06-18 12:00:00+00:00,1373.52,20.45,598.825,98.678,3391.1
2025-06-20 09:00:00+00:00,1365.53,19.69,596.14,98.795,3370.86
2025-06-20 10:00:00+00:00,1371.96,20.27,595.115,98.727,3369.59
2025-06-20 11:00:00+00:00,1372.63,20.39,594.965,98.679,3370.22
2025-06-20 12:00:00+00:00,1370.48,20.28,593.36,98.624,3371.59
2025-06-23 09:00:00+00:00,1385.79,20.19,597.5974,98.755,3380.79
2025-06-23 10:00:00+00:00,1380.14,20.22,596.43,98.589,3386.57
2025-06-23 11:00:00+00:00,1382.86,20.98,594.24,98.681,3387.5
2025-06-23 12:00:00+00:00,1381.34,20.85,597.88,98.534,3390.05
2025-06-24 09:00:00+00:00,1362.18,18.15,604.625,97.77,3301.68
2025-06-24 10:00:00+00:00,1358.69,17.85,605.78,97.846,3304.58
2025-06-24 11:00:00+00:00,1359.18,17.7,606.5,97.907,3313.33
2025-06-24 12:00:00+00:00,1358.18,17.6,606.35,97.822,3318.69
2025-06-25 09:00:00+00:00,1364.91,17.25,607.73,98.02,3314.49
2025-06-25 10:00:00+00:00,1363.72,17.46,607.17,97.967,3323.48
2025-06-25 11:00:00+00:00,1362.38,17.28,606.95,97.871,3325.92
2025-06-25 12:00:00+00:00,1361.0,17.33,607.02,97.873,3334.94
2025-06-26 09:00:00+00:00,1354.09,16.44,609.95,97.23,3320.18
2025-06-26 10:00:00+00:00,1354.72,16.37,610.05,97.319,3318.7
2025-06-26 11:00:00+00:00,1355.8,16.38,610.89,97.106,3324.96
2025-06-26 12:00:00+00:00,1353.36,16.37,611.23,97.104,3331.4
2025-06-27 09:00:00+00:00,1360.88,16.4,614.9,97.249,3274.17
2025-06-27 10:00:00+00:00,1361.26,16.55,615.35,97.276,3272.54
2025-06-27 11:00:00+00:00,1360.85,16.4,616.3,97.196,3274.73
2025-06-27 12:00:00+00:00,1361.07,16.41,615.39,97.315,3277.78
2025-06-30 09:00:00+00:00,1356.25,17.28,616.73,97.144,3285.3
2025-06-30 10:00:00+00:00,1353.95,17.36,616.22,97.079,3287.72
2025-06-30 11:00:00+00:00,1353.55,17.11,616.22,97.015,3289.86
2025-06-30 12:00:00+00:00,1353.5,17.11,616.515,96.924,3298.08
2025-07-01 09:00:00+00:00,1354.38,16.84,617.03,96.705,3351.28
2025-07-01 10:00:00+00:00,1356.84,17.2,617.2898,96.888,3345.86
2025-07-01 11:00:00+00:00,1358.3,16.8,617.3,96.929,3340.48
2025-07-01 12:00:00+00:00,1357.98,16.78,618.07,96.839,3341.72
2025-07-02 09:00:00+00:00,1360.01,17.02,618.65,97.098,3337.66
2025-07-02 10:00:00+00:00,1359.86,16.76,618.7601,96.953,3343.38
2025-07-02 11:00:00+00:00,1357.02,16.76,619.14,96.872,3341.08
2025-07-02 12:00:00+00:00,1356.41,16.74,619.465,96.827,3348.66
2025-07-03 09:00:00+00:00,1364.05,16.43,624.99,97.088,3332.6
2025-07-03 10:00:00+00:00,1363.85,16.41,625.39,97.059,3324.55
2025-07-03 11:00:00+00:00,1364.91,16.46,625.735,97.195,3328.17
2025-07-03 12:00:00+00:00,1364.54,16.4,625.34,97.105,3333.95
2025-07-07 09:00:00+00:00,1367.3,17.69,623.04,97.322,3316.89
2025-07-07 10:00:00+00:00,1367.24,17.73,622.04,97.314,3318.05
2025-07-07 11:00:00+00:00,1369.79,17.65,620.58,97.394,3320.89
2025-07-07 12:00:00+00:00,1378.35,18.05,620.165,97.63,3327.62
2025-07-08 09:00:00+00:00,1372.04,17.0,620.02,97.749,3315.19
2025-07-08 10:00:00+00:00,1372.76,16.82,620.0,97.672,3296.74
2025-07-08 11:00:00+00:00,1372.72,16.71,621.9,97.61,3298.39
2025-07-08 12:00:00+00:00,1371.88,16.81,620.85,97.571,3300.71
2025-07-09 09:00:00+00:00,1375.33,16.09,623.335,97.507,3300.26
2025-07-09 10:00:00+00:00,1374.17,16.46,622.13,97.619,3312.39
2025-07-09 11:00:00+00:00,1375.32,16.14,621.82,97.633,3309.64
2025-07-09 12:00:00+00:00,1375.23,16.02,622.32,97.571,3311.91
2025-07-10 09:00:00+00:00,1374.46,15.99,623.75,97.901,3312.83
2025-07-10 10:00:00+00:00,1373.72,15.87,625.51,97.738,3314.96
2025-07-10 11:00:00+00:00,1373.56,15.88,625.57,97.699,3319.75
2025-07-10 12:00:00+00:00,1373.51,15.76,626.09,97.712,3315.13
2025-07-11 09:00:00+00:00,1376.55,16.56,624.02,97.908,3352.44
2025-07-11 10:00:00+00:00,1375.75,16.61,623.35,97.825,3361.26
2025-07-11 11:00:00+00:00,1375.69,16.49,623.9348,97.838,3358.95
2025-07-11 12:00:00+00:00,1377.16,16.2,624.43,97.831,3353.79
2025-07-14 09:00:00+00:00,1381.07,17.24,622.67,97.904,3355.25
2025-07-14 10:00:00+00:00,1382.73,17.2,624.15,97.949,3343.28
2025-07-14 11:00:00+00:00,1382.71,17.12,623.88,98.109,3345.12
2025-07-14 12:00:00+00:00,1382.96,16.97,624.73,98.105,3347.95
2025-07-15 09:00:00+00:00,1383.13,16.82,625.4,98.496,3347.49
2025-07-15 10:00:00+00:00,1385.45,17.12,625.12,98.574,3348.24
2025-07-15 11:00:00+00:00,1385.66,17.08,624.26,98.631,3328.92
2025-07-15 12:00:00+00:00,1387.45,17.1,623.85,98.696,3329.42
2025-07-16 09:00:00+00:00,1394.0,17.22,622.4909,98.845,3326.73
2025-07-16 10:00:00+00:00,1393.6,17.19,621.41,97.951,3337.96
2025-07-16 11:00:00+00:00,1391.58,17.93,621.65,98.353,3344.26
2025-07-16 12:00:00+00:00,1388.05,17.48,623.08,98.217,3349.46
2025-07-17 09:00:00+00:00,1393.35,16.93,625.4688,98.666,3319.32
2025-07-17 10:00:00+00:00,1391.86,16.87,626.66,98.658,3334.32
2025-07-17 11:00:00+00:00,1391.32,16.78,626.84,98.608,3336.85
2025-07-17 12:00:00+00:00,1391.83,16.72,627.02,98.712,3339.0
2025-07-18 09:00:00+00:00,1387.01,16.4,627.3799,98.252,3356.65
2025-07-18 10:00:00+00:00,1388.81,16.5,627.63,98.243,3354.81
2025-07-18 11:00:00+00:00,1390.45,16.42,626.93,98.4,3353.77
2025-07-18 12:00:00+00:00,1391.59,16.63,626.96,98.469,3353.74
2025-07-21 09:00:00+00:00,1385.22,16.7,631.26,97.948,3388.61
2025-07-21 10:00:00+00:00,1383.61,16.41,631.288,97.721,3400.61
2025-07-21 11:00:00+00:00,1381.4,16.38,630.755,97.801,3398.11
2025-07-21 12:00:00+00:00,1382.04,16.34,631.39,97.878,3395.73
2025-07-22 09:00:00+00:00,1385.2,17.2,627.06,97.734,3412.46
2025-07-22 10:00:00+00:00,1382.22,16.89,627.65,97.499,3426.4
2025-07-22 11:00:00+00:00,1381.76,16.87,627.18,97.32,3426.67
2025-07-22 12:00:00+00:00,1380.68,16.71,629.09,97.402,3432.38
2025-07-23 09:00:00+00:00,1377.18,16.12,630.74,97.497,3413.57
2025-07-23 10:00:00+00:00,1376.11,15.94,630.86,97.418,3413.46
2025-07-23 11:00:00+00:00,1375.58,15.57,631.67,97.371,3398.0
2025-07-23 12:00:00+00:00,1376.8,15.53,632.115,97.328,3387.36
2025-07-24 09:00:00+00:00,1369.06,15.18,634.8,97.281,3367.0
2025-07-24 10:00:00+00:00,1369.53,14.97,635.535,97.293,3373.81
2025-07-24 11:00:00+00:00,1371.49,15.18,634.55,97.424,3372.6
2025-07-24 12:00:00+00:00,1371.81,15.08,635.36,97.339,3366.98
2025-07-25 09:00:00+00:00,1381.85,15.21,635.495,97.706,3344.2
2025-07-25 10:00:00+00:00,1382.65,15.03,635.985,97.7,3331.55
2025-07-25 11:00:00+00:00,1383.12,15.07,636.765,97.799,3327.62
2025-07-25 12:00:00+00:00,1383.77,15.07,637.045,97.736,3329.94
2025-07-28 09:00:00+00:00,1388.27,15.35,637.73,98.251,3302.03
2025-07-28 10:00:00+00:00,1388.02,15.22,637.07,98.416,3307.87
2025-07-28 11:00:00+00:00,1388.49,15.14,637.4,98.52,3314.76
2025-07-28 12:00:00+00:00,1389.25,15.24,636.31,98.596,3312.29
2025-07-29 09:00:00+00:00,1392.45,14.82,637.75,99.003,3317.64
2025-07-29 10:00:00+00:00,1387.81,15.03,635.24,98.981,3328.93
2025-07-29 11:00:00+00:00,1390.77,15.2,635.66,98.951,3320.78
2025-07-29 12:00:00+00:00,1389.89,15.1,636.1893,98.886,3323.21
2025-07-30 09:00:00+00:00,1391.91,15.9,636.37,99.459,3303.14
2025-07-30 10:00:00+00:00,1390.79,16.22,635.32,99.429,3302.23
2025-07-30 11:00:00+00:00,1391.69,16.01,636.61,99.51,3290.44
2025-07-30 12:00:00+00:00,1390.27,16.08,636.2,99.442,3298.38
2025-07-31 09:00:00+00:00,1396.81,15.25,638.81,99.957,3301.36
2025-07-31 10:00:00+00:00,1395.61,16.02,636.2,99.892,3296.28
2025-07-31 11:00:00+00:00,1396.41,15.44,638.0801,99.966,3295.63
2025-07-31 12:00:00+00:00,1393.78,15.68,634.83,99.989,3294.92
2025-08-01 09:00:00+00:00,1388.29,20.52,623.3503,98.847,3345.72
2025-08-01 10:00:00+00:00,1388.53,20.18,621.51,99.072,3346.09
2025-08-01 11:00:00+00:00,1388.66,19.38,624.23,99.01,3348.7
2025-08-01 12:00:00+00:00,1389.47,21.37,620.51,99.131,3347.41
2025-08-04 09:00:00+00:00,1381.6,17.97,629.43,98.627,3383.59
2025-08-04 10:00:00+00:00,1384.96,18.15,628.98,98.805,3373.73
2025-08-04 11:00:00+00:00,1385.92,18.12,629.7301,98.786,3374.38
2025-08-04 12:00:00+00:00,1384.97,17.85,630.315,98.763,3371.04
2025-08-05 09:00:00+00:00,1390.09,17.94,629.85,98.952,3375.46
2025-08-05 10:00:00+00:00,1388.38,18.34,627.925,98.72,3385.42
2025-08-05 11:00:00+00:00,1386.82,18.07,629.0193,98.696,3389.69
2025-08-05 12:00:00+00:00,1385.76,17.69,629.708,98.714,3382.12
2025-08-06 09:00:00+00:00,1386.75,17.29,628.755,98.385,3371.77
2025-08-06 10:00:00+00:00,1387.52,16.95,631.915,98.339,3379.18
2025-08-06 11:00:00+00:00,1385.44,16.98,632.39,98.316,3377.6
2025-08-06 12:00:00+00:00,1385.4,16.94,632.2973,98.279,3376.18
2025-08-07 09:00:00+00:00,1384.99,16.6,633.77,98.382,3384.77
2025-08-07 10:00:00+00:00,1386.52,17.05,631.93,98.317,3388.53
2025-08-07 11:00:00+00:00,1386.19,16.9,632.21,98.234,3390.34
2025-08-07 12:00:00+00:00,1385.91,17.23,630.05,98.286,3388.84
2025-08-08 09:00:00+00:00,1390.12,15.85,636.44,98.209,3400.24
2025-08-08 10:00:00+00:00,1390.19,15.86,635.995,98.141,3390.73
2025-08-08 11:00:00+00:00,1389.9,15.64,636.895,98.214,3395.33
2025-08-08 12:00:00+00:00,1388.77,15.76,636.3905,98.132,3397.57
2025-08-11 09:00:00+00:00,1391.73,15.79,637.25,98.592,3358.87
2025-08-11 10:00:00+00:00,1392.67,15.82,637.0701,98.579,3346.82
2025-08-11 11:00:00+00:00,1392.87,15.58,638.55,98.518,3349.71
2025-08-11 12:00:00+00:00,1391.52,15.81,637.18,98.562,3344.35
2025-08-12 09:00:00+00:00,1387.39,15.25,639.33,98.257,3345.82
2025-08-12 10:00:00+00:00,1387.2,14.85,640.53,97.989,3337.47
2025-08-12 11:00:00+00:00,1385.46,14.94,641.38,98.01,3349.91
2025-08-12 12:00:00+00:00,1383.7,14.87,641.54,98.03,3349.56
2025-08-13 09:00:00+00:00,1377.49,14.58,644.2444,97.678,3365.28
2025-08-13 10:00:00+00:00,1378.02,14.71,643.69,97.733,3363.51
2025-08-13 11:00:00+00:00,1379.35,14.56,643.26,97.741,3358.2
2025-08-13 12:00:00+00:00,1379.05,14.71,643.6587,97.78,3358.01
2025-08-14 09:00:00+00:00,1389.82,14.89,644.24,98.069,3344.34
2025-08-14 10:00:00+00:00,1390.2,14.95,643.31,98.176,3340.99
2025-08-14 11:00:00+00:00,1390.66,15.28,643.11,98.272,3341.93
2025-08-14 12:00:00+00:00,1390.2,14.91,645.01,98.254,3334.47
2025-08-15 09:00:00+00:00,1387.31,14.79,644.17,97.754,3335.23
2025-08-15 10:00:00+00:00,1386.78,14.72,643.49,97.756,3342.04
2025-08-15 11:00:00+00:00,1388.18,14.82,643.33,97.84,3342.51
2025-08-15 12:00:00+00:00,1388.88,14.86,644.165,97.868,3338.36
2025-08-18 09:00:00+00:00,1386.79,15.45,642.92,98.039,3336.81
2025-08-18 10:00:00+00:00,1387.43,15.24,642.75,98.117,3334.39
